stu_id,Name,Subjects,Title,stu_school,stu_year,stu_jel,Field,academic_year,Origin,Scopus_name,stu_scopus,repec_name,stu_repec
"SHEVCHENKO, ANDREI;University of Pennsylvania;2000","Shevchenko, Andrei",Money and Interest Rates: General;Search; Learning; Information and Knowledge; Communication; Belief; Unawareness,Essays in Search Theory,University of Pennsylvania,2000,E,Macroeconomics and Monetary Economics,2000-2001,both,"Shevchenko, Andrei",7201468313,"SHEVCHENKO, ANDREI",psh222
"TSENG, FANNIE;University of Pennsylvania;2000","Tseng, Fannie","Welfare, Well-Being, and Poverty: Government Programs; Provision and Effects of Welfare Programs",Exploring the Causes of Intergenerational Welfare Recipiency,University of Pennsylvania,2000,I,"Health, Education, and Welfare",2000-2001,both,"Tseng, Fannie",55672324400,,
"BAILEY, WENDY;University of Pittsburgh;2000","Bailey, Wendy",Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure; Value of Firms; Goodwill;Accounting,The Impact of Joint Venture Accounting Methods and the Guarantee of Joint Venture Debt on Corporate Lending Decisions and Debt Covenant Restrictions,University of Pittsburgh,2000,G,Financial Economics,2000-2001,both,"Bailey, Wendy J.",54583212400,,
"BATES, THOMAS;University of Pittsburgh;2000","Bates, Thomas",Corporate Finance and Governance: General,Essays on the Choice of Divestiture Form,University of Pittsburgh,2000,G,Financial Economics,2000-2001,both,"Bates, Thomas W.",7201432887,,
"HANNAN, R. LYNN;University of Pittsburgh;2000","Hannan, R. Lynn",Personnel Economics: General;Wage Level and Structure; Wage Differentials;Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure; Value of Firms; Goodwill,"The Effect of Firm Profit on Fairness Perceptions, Wages and Employee Effort",University of Pittsburgh,2000,M,Business Administration and Business Economics - Marketing - Accounting,2000-2001,both,"Hannan, R. Lynn",57197610655,,
"JANDIK, TOMAS;University of Pittsburgh;2000","Jandik, Tomas",Mergers; Acquisitions; Restructuring; Voting; Proxy Contests; Corporate Governance,The Role of Level and Structure of Target Debt in the Takeover Process,University of Pittsburgh,2000,G,Financial Economics,2000-2001,both,"Jandik, Tomas",8919608900,,
"DEDOLA, LUCA;University of Rochester;2000","Dedola, Luca",Monetary Policy;Foreign Exchange,Essays in Monetary and Exchange Rate Policy,University of Rochester,2000,E,Macroeconomics and Monetary Economics,2000-2001,both,"Dedola, Luca",16308815300,"DEDOLA, LUCA",pde41
"DINERSOZ, EMIN M.;University of Rochester;2000","Dinersoz, Emin M.","Production, Pricing, and Market Structure; Size Distribution of Firms;Size and Spatial Distributions of Regional Economic Activity",Essays on the Spatial Organization of Industries,University of Rochester,2000,L,Industrial Organization,2000-2001,both,"Dinlersoz, Emin Murat",6507234536,"DINLERSOZ, EMIN",pdi19
"HOKARI, TORU;University of Rochester;2000","Hokari, Toru",Cooperative Games,Axiomatic Analysis of Coalitional TU Games: Population Monotonicity and Consistency,University of Rochester,2000,C,Mathematical and Quantitative Methods,2000-2001,both,"Hokari, Toru",6701539960,,
"KIBRIS, OZGUR;University of Rochester;2000","Kibris, Ozgur",Noncooperative Games;Conflict; Conflict Resolution; Alliances; Revolutions;Cooperative Games,Cooperation and Manipulation in Conflict Resolution,University of Rochester,2000,C,Mathematical and Quantitative Methods,2000-2001,both,"Kıbrıs, Özgür",6508167152,"KIBRIS, OZGUR",pki23
"LLOBET, GERARD;University of Rochester;2000","Llobet, Gerard","Intellectual Property and Intellectual Capital;Innovation and Invention: Processes and Incentives;Market Structure, Pricing, and Design: Oligopoly and Other Forms of Market Imperfection",Sequential Innovation and Patent Design,University of Rochester,2000,O,"Economic Development, Technological Change, and Growth",2000-2001,both,"Llobet, Gerard",55899679500,"LLOBET, GERARD",pll11
"MORAN, KEVIN;University of Rochester;2000","Moran, Kevin",Monetary Policy;Financial Markets and the Macroeconomy,Essays in Monetary Economics and Monetary Policy,University of Rochester,2000,E,Macroeconomics and Monetary Economics,2000-2001,both,"Moran, Kevin",23392933700,"MORAN, KEVIN",pmo33
"RIPOLL, MARLA;University of Rochester;2000","Ripoll, Marla",Economic Development: Human Resources; Human Development; Income Distribution; Migration;Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance;Financial Markets and the Macroeconomy,Inequality in Developing Economies and an Essay on Liquidity and Collateral Constraints,University of Rochester,2000,O,"Economic Development, Technological Change, and Growth",2000-2001,both,"Ripoll, Marla",8568507600,"RIPOLL, MARLA",pri80
"UNGEROVICH, NESTOR GANDELMAN;University of Rochester;2000","Ungerovich, Nestor Gandelman",Management of Technological Innovation and R&D,Essays in Community Models and R&D Institutional Arrangements,University of Rochester,2000,O,"Economic Development, Technological Change, and Growth",2000-2001,both,"Gandelman, Nestor",16635855000,,
"GASTANAGA, VICTOR M.;University of Southern California;2000","Gastanaga, Victor M.",Foreign Exchange;International Investment; Long-term Capital Movements,Purchasing Power Parity in the Long Run and the Effect of Real Exchange Rates on Foreign Direct Investment-Two Essays on International Economics,University of Southern California,2000,F,International Economics,2000-2001,both,"Gastanaga, Victor M.",57190681429,,
"SUBRAMANIAN, CHETAN;University of Southern California;2000","Subramanian, Chetan",Monetary Policy;Price Level; Inflation; Deflation;Financial Markets and the Macroeconomy,"Inflation Stabilization, Monetary Policy Instruments and Borrowing Constraints",University of Southern California,2000,E,Macroeconomics and Monetary Economics,2000-2001,both,"Subramanian, Chetan",23092258100,,
"DIABATE, AMATTA S.;University of Tennessee;2000","Diabate, Amatta S.",Banks; Depository Institutions; Micro Finance Institutions; Mortgages;Economics of Gender; Non-labor Discrimination;Labor Discrimination,The Question of Gender Discrimination in Mortgage Lending: A Cross-Regional Analysis,University of Tennessee,2000,G,Financial Economics,2000-2001,both,,,,
"DOWELL, PAULA E.;University of Tennessee;2000","Dowell, Paula E.",Electric Utilities;State and Local Budget and Expenditures,"Electric Utilities, Fiscal Illusion and the Provision of Local Public Services",University of Tennessee,2000,L,Industrial Organization,2000-2001,both,,,,
"SHBIKAT, GAZI HAMDALLAH;University of Tennessee;2000","Shbikat, Gazi Hamdallah",Money Supply; Credit; Money Multipliers,The Money-Output Relationship: A Disaggregated Approach,University of Tennessee,2000,E,Macroeconomics and Monetary Economics,2000-2001,both,,,,
"HU, XIAORUI;University of Texas;2000","Hu, Xiaorui","Auctions;Production, Pricing, and Market Structure; Size Distribution of Firms","Three Essays on Auction, Retail Risk Management and Market Share Evolution",University of Texas,2000,D,Microeconomics,2000-2001,both,"Hu, Xiaorui",7404710934,,
"ZOGHI, CYNTHIA ERFANIAN;University of Texas;2000","Zoghi, Cynthia Erfanian",Public Sector Labor Markets;Analysis of Education,Labor Markets in Higher Education,University of Texas,2000,J,Labor and Demographic Economics,2000-2001,both,"Zoghi, Cindy",8667991800,,
"BEREZIN, PETER;University of Toronto;2000","Berezin, Peter",Neoclassical Models of Trade,Spatial Organization in International Economics,University of Toronto,2000,F,International Economics,2000-2001,both,,,,
"GAGNON, GREGORY;University of Toronto;2000","Gagnon, Gregory",Macroeconomics and Monetary Economics: General;Optimization Techniques; Programming Models; Dynamic Analysis,Dynamic Analysis of Economic Systems,University of Toronto,2000,E,Macroeconomics and Monetary Economics,2000-2001,both,"Gagnon, Gregory",7006675265,,
"YUEN, KWOK-HUNG TERENCE;University of Toronto;2000","Yuen, Kwok-Hung Terence",Particular Labor Markets: General;Wage Level and Structure; Wage Differentials,Employment and Wage Dynamics: Estimating the Impact of Labor Market Institutions,University of Toronto,2000,J,Labor and Demographic Economics,2000-2001,both,"Yuen, Terence",16403853800,,
"KOSALAKORN, CHOMPOONUH;University of Utah;2000","Kosalakorn, Chompoonuh","Transportation: Demand, Supply, and Congestion; Travel Time; Safety and Accidents; Transportation Noise",The Economic Consequences in Motor Vehicle Traffic Fatalities,University of Utah,2000,R,"Urban, Rural, and Regional Economics",2000-2001,both,"Permpoonwiwat, Chompoonuh K.",57211438406,,
"LAUTZENHEISER, MARK;University of Utah;2000","Lautzenheiser, Mark","Money and Interest Rates: General;Monetary Policy, Central Banking, and the Supply of Money and Credit: General",Monetary Crisis and Interest Bearing Capital,University of Utah,2000,E,Macroeconomics and Monetary Economics,2000-2001,both,"Lautzenheiser, Mark",8924226000,,
"GRAF, SPENCER;University of Virginia;2000","Graf, Spencer","Production, Pricing, and Market Structure; Size Distribution of Firms;Chemicals; Rubber; Drugs; Biotechnology; Plastics;Management of Technological Innovation and R&D",Research and Development Competition and the Persistence of Market Power: Theory and Evidence from the Chemical Industry,University of Virginia,2000,L,Industrial Organization,2000-2001,both,,,,
"HARTMANN, MONICA;University of Virginia;2000","Hartmann, Monica",Air Transportation,An Examination of Airline Safety in a Structural Model of the Airline Industry,University of Virginia,2000,L,Industrial Organization,2000-2001,both,"Hartmann, Monica E.",12789116900,"HARTMANN, MONICA E.",pha508
"JOE, YONG;University of Virginia;2000","Joe, Yong",General Financial Markets: General (includes Measurement and Data),Market Liquidity and Volatility Forecasting,University of Virginia,2000,G,Financial Economics,2000-2001,both,,,,
"LO, MING CHIEN;University of Washington;2000","Lo, Ming Chien",Foreign Exchange,Essays on the Nonlinear Modeling of Real Exchange Rates and Price Differentials,University of Washington,2000,F,International Economics,2000-2001,both,"Lo, Mingchien",8950850500,"LO, MING CHIEN",plo94
"SAKOULIS, GEORGIOS;University of Washington;2000","Sakoulis, Georgios",Macroeconomic Aspects of International Trade and Finance: General;International Finance: General,Essays in International Macroeconomics and Finance,University of Washington,2000,F,International Economics,2000-2001,both,"Sakoulis, Georgios",23493510000,,
"STILLMAN, STEVEN ERIC;University of Washington;2000","Stillman, Steven Eric",Socialist Systems and Transitional Economies: Factor and Product Markets; Industry Studies; Population;Wage Level and Structure; Wage Differentials;Time Allocation and Labor Supply,"Labor Market Uncertainty, Sectoral Earnings, and Private Sector Labor Supply in Russia",University of Washington,2000,P,Economic Systems,2000-2001,both,"Stillman, Steven",15849736100,"STILLMAN, STEVEN",pst124
"WICKHAM, CHERYL ELIN;University of Washington;2000","Wickham, Cheryl Elin","Analysis of Health Care Markets;Health: Government Policy; Regulation; Public Health;Socialist Institutions and Their Transitions: Consumer Economics; Health; Education and Training: Welfare, Income, Wealth, and Poverty;Chemicals; Rubber; Drugs; Biotechnology; Plastics",Government Pharmaceutical Subsidy Policy and the Demand for Health Care in Russia: Evidence from the Russia Longitudinal Monitoring Survey,University of Washington,2000,I,"Health, Education, and Welfare",2000-2001,both,"Wickham, Cheryl",7003542441,,
"LEGER, PIERRE THOMAS;University of Western Ontario;2000","Leger, Pierre Thomas",Health: General,Essays in Health Economics,University of Western Ontario,2000,I,"Health, Education, and Welfare",2000-2001,both,"Léger, Pierre Thomas",30767598800,"LEGER, PIERRE THOMAS",ple25
"SEITZ, SHANNON N.;University of Western Ontario;2000","Seitz, Shannon N.","Marriage; Marital Dissolution; Family Structure; Domestic Abuse;Unemployment: Models, Duration, Incidence, and Job Search",Employment and the Marriage Market,University of Western Ontario,2000,J,Labor and Demographic Economics,2000-2001,both,"Seitz, Shannon",15048825200,"SEITZ, SHANNON",pse14
"ANATOLYEV, STANISLAV;University of Wisconsin;2000","Anatolyev, Stanislav",Single Equation Models; Single Variables: Time-Series Models; Dynamic Quantile Regressions; Dynamic Treatment Effect Models; Diffusion Processes;Multiple or Simultaneous Equation Models: Time-Series Models; Dynamic Quantile Regressions; Dynamic Treatment Effect Models; Diffusion Processes; State Space Models,Optimal Instrumental Variables Estimation in Time Series,University of Wisconsin,2000,C,Mathematical and Quantitative Methods,2000-2001,both,"Anatolyev, Stanislav",9247651500,"ANATOLYEV, STANISLAV",pan48
"ANTONOVICS, KATE;University of Wisconsin;2000","Antonovics, Kate","Labor Discrimination;Job, Occupational, and Intergenerational Mobility; Promotion",Statistical Discrimination and Intergenerational Income Mobility,University of Wisconsin,2000,J,Labor and Demographic Economics,2000-2001,both,"Antonovics, Kate L.",6507744437,"ANTONOVICS, KATE L.",pan97
"BOUCHER, STEPHEN R.;University of Wisconsin;2000","Boucher, Stephen R.","Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance;Financial Institutions and Services: General;Economic Development: Urban, Rural, Regional, and Transportation Analysis; Housing; Infrastructure",Information Asymmetries and Non-price Rationing: A Theoretical and Empirical Exploration of Rural Credit Markets in Northern Peru,University of Wisconsin,2000,O,"Economic Development, Technological Change, and Growth",2000-2001,both,"Boucher, Stephen R.",7005146144,,
